dataset,ours_acc,millet_acc,acc_diff,acc_outcome,ours_loss,millet_loss,loss_diff,loss_outcome,ours_aopcr,millet_aopcr,aopcr_diff,aopcr_outcome,params,model_size_mb
WormsTwoClass,0.7403,0.7065,0.0338,win,0.4886,1.8387,-1.3501,win,1.1317,4.3009,-3.1692,loss,66428,1.5232
Yoga,0.8727,0.9031,-0.0304,loss,0.3252,0.5236,-0.1984,win,3.2197,6.6224,-3.4027,loss,66428,1.5232
ACSF1,0.81,,,no_baseline,0.64,,,no_baseline,0.6288,,,no_baseline,67020,1.5254
AllGestureWiimoteX,0.7686,,,no_baseline,0.7891,,,no_baseline,2.767,,,no_baseline,67020,1.5254
AllGestureWiimoteY,0.7343,,,no_baseline,0.8252,,,no_baseline,3.2516,,,no_baseline,67020,1.5254
AllGestureWiimoteZ,0.6986,,,no_baseline,0.9319,,,no_baseline,3.082,,,no_baseline,67020,1.5254
BME,0.9933,,,no_baseline,0.1215,,,no_baseline,0.7833,,,no_baseline,66502,1.5234
Chinatown,0.9796,,,no_baseline,0.1211,,,no_baseline,1.0009,,,no_baseline,66428,1.5232
Crop,0.7329,,,no_baseline,0.8782,,,no_baseline,0.9133,,,no_baseline,68056,1.5294
DodgerLoopDay,0.525,,,no_baseline,1.2811,,,no_baseline,0.4866,,,no_baseline,66798,1.5245
DodgerLoopGame,0.9275,,,no_baseline,0.2471,,,no_baseline,1.5855,,,no_baseline,66428,1.5232
DodgerLoopWeekend,0.8913,,,no_baseline,0.2562,,,no_baseline,2.1454,,,no_baseline,66428,1.5232
EOGHorizontalSignal,0.5414,,,no_baseline,1.4945,,,no_baseline,1.7428,,,no_baseline,67168,1.5259
EOGVerticalSignal,0.4503,,,no_baseline,1.8543,,,no_baseline,1.9412,,,no_baseline,67168,1.5259
EthanolLevel,0.78,,,no_baseline,0.5857,,,no_baseline,0.7665,,,no_baseline,66576,1.5238
FreezerRegularTrain,0.9947,,,no_baseline,0.0628,,,no_baseline,1.4328,,,no_baseline,66428,1.5232
FreezerSmallTrain,0.6737,,,no_baseline,0.8661,,,no_baseline,-0.1095,,,no_baseline,66428,1.5232
Fungi,0.9892,,,no_baseline,0.144,,,no_baseline,1.0262,,,no_baseline,67612,1.5277
GestureMidAirD1,0.6692,,,no_baseline,1.0858,,,no_baseline,2.2078,,,no_baseline,68204,1.5299
GestureMidAirD2,0.6385,,,no_baseline,1.0924,,,no_baseline,2.3266,,,no_baseline,68204,1.5299
GestureMidAirD3,0.3538,,,no_baseline,2.3087,,,no_baseline,1.698,,,no_baseline,68204,1.5299
GesturePebbleZ1,0.907,,,no_baseline,0.3086,,,no_baseline,1.7484,,,no_baseline,66724,1.5243
GesturePebbleZ2,0.8924,,,no_baseline,0.3836,,,no_baseline,1.662,,,no_baseline,66724,1.5243
GunPointAgeSpan,0.9842,,,no_baseline,0.1079,,,no_baseline,0.3656,,,no_baseline,66428,1.5232
GunPointMaleVersusFemale,0.9842,,,no_baseline,0.0929,,,no_baseline,0.733,,,no_baseline,66428,1.5232
GunPointOldVersusYoung,0.981,,,no_baseline,0.1053,,,no_baseline,3.2325,,,no_baseline,66428,1.5232
HouseTwenty,0.9496,,,no_baseline,0.1656,,,no_baseline,1.6903,,,no_baseline,66428,1.5232
InsectEPGRegularTrain,0.992,,,no_baseline,0.1396,,,no_baseline,0.9139,,,no_baseline,66502,1.5234
InsectEPGSmallTrain,0.7831,,,no_baseline,0.5366,,,no_baseline,1.3183,,,no_baseline,66502,1.5234
