Dataset,GAPResNet 0,GAPResNet 1,GAPResNet 2,GAPResNet 3,GAPResNet 4,InstanceResNet 0,InstanceResNet 1,InstanceResNet 2,InstanceResNet 3,InstanceResNet 4,AttentionResNet 0,AttentionResNet 1,AttentionResNet 2,AttentionResNet 3,AttentionResNet 4,AdditiveResNet 0,AdditiveResNet 1,AdditiveResNet 2,AdditiveResNet 3,AdditiveResNet 4,ConjunctiveResNet 0,ConjunctiveResNet 1,ConjunctiveResNet 2,ConjunctiveResNet 3,ConjunctiveResNet 4,GAPResNetEnsemble 0,InstanceResNetEnsemble 0,AttentionResNetEnsemble 0,AdditiveResNetEnsemble 0,ConjunctiveResNetEnsemble 0
Herring,6.319395065307617,7.163368225097656,8.3241548538208,9.732462882995604,6.207305908203125,10.18271827697754,7.339516639709473,9.157513618469238,7.1204447746276855,6.699974060058594,0.5174614191055298,0.7876260280609131,0.1300218403339386,0.4589903056621551,-0.3097401857376098,-1.069380760192871,6.446764945983887,9.850481033325195,8.203197479248047,8.703660011291504,5.998806953430176,10.22907829284668,9.935656547546388,4.9259114265441895,7.543704032897949,7.722356796264648,7.705133438110352,0.4307518601417541,5.264792919158936,5.474101543426514
InlineSkate,11.38735580444336,10.083563804626465,12.418493270874023,8.499034881591797,9.85463523864746,10.282397270202637,9.111665725708008,9.738116264343262,11.86673069000244,8.938376426696777,-0.4983492195606231,-0.087923914194107,-1.0656551122665403,0.0640735402703285,-1.2096168994903564,8.058562278747559,7.852807521820068,11.226611137390137,8.658361434936523,8.202853202819824,9.357959747314451,8.480491638183594,10.881391525268556,10.604602813720703,11.650041580200195,9.489276885986328,9.41684341430664,0.1421673744916916,8.479211807250977,9.206561088562012
InsectWingbeatSound,3.175112724304199,2.927686214447021,3.23271107673645,2.95084285736084,2.96753454208374,3.3921048641204834,2.7159230709075928,3.0386948585510254,3.8635663986206055,3.505510091781616,-2.413160800933838,-3.034220218658448,-2.3966729640960693,-1.8215367794036863,-2.347107410430908,2.781156301498413,3.869492769241333,2.9531519412994385,3.735405445098877,3.4803621768951416,2.8612945079803467,3.404869318008423,3.715034246444702,4.409130096435547,3.2936012744903564,2.8446238040924072,2.990501880645752,-2.2605326175689697,3.0005693435668945,3.203814744949341
ItalyPowerDemand,4.397113800048828,4.266664981842041,3.837301254272461,3.946686267852783,3.429919004440308,3.696440935134888,4.398505210876465,2.8393683433532715,4.297402858734131,4.240049839019775,0.2657375931739807,0.4437623918056488,0.556940495967865,0.6801422238349915,0.3114566802978515,3.599482536315918,4.026769161224365,4.942290306091309,5.555246353149414,5.200321674346924,5.078088760375977,5.895330429077148,5.355406761169434,5.748359680175781,3.2290642261505127,4.047025203704834,4.034392833709717,0.6261865496635437,4.691586971282959,4.921396732330322
LargeKitchenAppliances,9.907918930053713,10.14112949371338,11.166396141052246,11.892848014831545,12.616230010986328,11.148103713989258,10.91594123840332,10.75937557220459,10.197736740112305,12.202262878417969,7.110186100006104,7.187534332275391,6.3637213706970215,7.805129051208496,7.712584495544434,9.81239414215088,10.587467193603516,9.83291244506836,11.158727645874023,11.32905101776123,9.656185150146484,12.325242042541504,11.3580322265625,9.607335090637209,10.539095878601074,11.51474952697754,10.62366008758545,7.433143138885498,10.778558731079102,10.509547233581545
Lightning2,4.459607601165772,4.785233974456787,4.107771873474121,4.284238338470459,5.01416015625,4.711684703826904,4.717456340789795,4.6167426109313965,4.525149345397949,4.607504367828369,-0.2147304862737655,0.5483149886131287,0.6077298521995544,-0.7127613425254822,0.3032708764076233,5.3469977378845215,4.094208240509033,5.877779006958008,6.07319450378418,5.229874610900879,5.0889434814453125,5.877534866333008,4.142395496368408,5.444221496582031,5.262657642364502,4.303863048553467,4.304928302764893,0.3435535430908203,5.156951427459717,4.928189754486084
Lightning7,4.57765531539917,4.801145076751709,4.153850078582764,4.722812175750732,4.3527350425720215,4.63048267364502,4.898792743682861,4.719726085662842,4.58320426940918,4.6121697425842285,-0.3168587684631347,-0.1459050327539444,-0.1737565994262695,-0.7884334325790405,-1.6051785945892334,5.027982711791992,4.163609027862549,4.883594036102295,4.845922470092773,4.783407688140869,5.058793544769287,4.562753677368164,4.644438743591309,3.707887887954712,5.271610736846924,4.481406211853027,4.498971939086914,-0.7923945188522339,4.6526970863342285,4.456104755401611
Mallat,6.804429054260254,6.974853515625,8.151485443115234,8.889017105102539,6.818264484405518,5.939304828643799,8.34631061553955,6.631356716156006,7.357561111450195,8.268712043762207,-0.0976595804095268,-3.758448600769043,-1.939036250114441,-1.0760427713394165,-2.3043084144592285,6.211509704589844,8.114375114440918,7.189416408538818,8.122648239135742,7.183027267456055,7.443305015563965,6.130075454711914,8.097579956054688,7.313405990600586,9.034346580505373,7.317929267883301,7.314635753631592,-1.8589972257614136,6.837985038757324,7.101117134094238
Meat,2.357899904251098,2.4026331901550293,4.468810081481934,4.206377029418945,4.068009376525879,3.917210817337036,4.0891828536987305,6.489218711853027,4.774479389190674,5.174075603485107,1.3825703859329224,-0.4508922696113586,-0.0326584726572036,1.198575496673584,0.0422519110143184,5.907114028930664,4.071226596832275,-1.663387894630432,3.499565362930298,3.8753178119659424,8.742484092712402,2.1574926376342773,3.5262179374694824,3.7442126274108887,3.68139386177063,3.138430595397949,3.608955144882202,1.4143280982971191,3.58657455444336,3.4461374282836914
MedicalImages,3.565670728683472,3.2967686653137207,3.204646348953247,3.747768878936768,3.578176498413086,3.288649797439575,3.134993076324463,2.9259908199310303,2.6453003883361816,2.8369784355163574,-1.970802426338196,-0.1670029461383819,-0.4410983622074127,-2.005652666091919,-1.7929664850234983,3.2955760955810547,3.337702512741089,3.094898223876953,3.1136956214904785,3.577385425567627,3.059122323989868,3.2597341537475586,3.271916627883911,2.9388322830200195,3.509434223175049,3.3485209941864014,2.8096227645874023,-1.00249445438385,3.036695957183838,2.9096603393554688
MiddlePhalanxOutlineAgeGroup,6.541147232055664,5.054957866668701,3.985482215881348,7.650210380554199,4.670835494995117,6.12198543548584,8.600552558898926,4.078746795654297,6.765883922576904,8.898614883422852,1.6850372552871704,2.70967960357666,1.4069665670394895,3.470057487487793,1.887849926948548,2.5481503009796143,4.211489677429199,2.3333990573883057,3.0617380142211914,2.507746934890747,4.436019420623779,3.802949905395508,5.434297561645508,3.8085741996765137,3.822917461395264,4.536557674407959,6.453859329223633,-0.9472362995147704,2.60721492767334,3.7588753700256334
MiddlePhalanxOutlineCorrect,2.871689796447754,2.880390882492065,4.088908672332764,4.736722469329834,4.034581661224365,7.456573009490967,5.985814571380615,6.822883129119873,1.4730674028396606,9.132909774780272,0.1266370862722396,0.2721834182739258,1.110968828201294,0.0028830973897129,0.4807176291942596,2.9809250831604004,3.018991470336914,5.431476593017578,6.145608901977539,0.3563375771045685,7.514399528503418,-0.8719646334648132,4.207496166229248,2.3522214889526367,4.52097749710083,4.152820587158203,5.821652889251709,0.6626999974250793,3.410956621170044,4.546484470367432
MiddlePhalanxTW,5.235705852508545,-1.1134918928146362,4.276164531707764,1.8865619897842407,2.2007436752319336,1.4922080039978027,2.740927219390869,0.439866840839386,1.3287055492401123,3.810124158859253,-7.141850471496582,-8.936502456665039,-2.111060380935669,-9.411421775817873,-3.610015392303467,0.9513103365898132,2.654989719390869,4.491681098937988,0.9204619526863098,1.3661941289901731,1.9503328800201416,-1.2579249143600464,-2.4997329711914062,3.12121057510376,2.125983715057373,2.5237722396850586,0.3902590870857239,-5.823895454406738,2.0184788703918457,0.1499393880367279
MoteStrain,1.0298258066177368,1.5115193128585815,0.7846168279647827,1.154760479927063,1.262239694595337,1.7679961919784546,1.325571894645691,1.1786575317382812,1.2857288122177124,1.6402517557144165,0.2151748836040496,-1.206772804260254,-0.3963577151298523,0.2327117472887039,-0.6873166561126709,1.627920389175415,1.5842149257659912,2.6062817573547363,2.4960360527038574,1.7006572484970093,3.0387520790100098,3.520106792449951,1.6213337182998655,2.605515241622925,1.8147979974746704,0.9407801628112792,0.937139630317688,-0.3971933722496032,1.3810412883758545,1.5338791608810425
